Graduating Class,Fall Freshman Year,District,District Name,Graduates,Total Cohort,Graduation Rate,Graduation Rate Category,District Office Location
2012,2008,4662,New Hampton,93,99,93.94,90.01 - 95.00%,"710 W Main
New Hampton, Iowa 506591004
(43.05946305300046, -92.32591635399967)"
2013,2009,4662,New Hampton,89,95,93.68,90.01 - 95.00%,"710 W Main
New Hampton, Iowa 506591004
(43.05946305300046, -92.32591635399967)"
2014,2010,4662,New Hampton,79,95,83.16,80.01 - 85.00%,"710 W Main
New Hampton, Iowa 506591004
(43.05946305300006, -92.32591635399996)"
2009,2005,4689,New London,38,42,90.48,90.01 - 95.00%,"106 Jack Wilson Dr
New London, Iowa 52645
(40.92175904800047, -91.39485863099969)"
2010,2006,4689,New London,29,39,74.36,70.01 - 75.00%,"106 Jack Wilson Dr
New London, Iowa 52645
(40.92175904800047, -91.39485863099969)"
2011,2007,4689,New London,42,45,93.33,90.01 - 95.00%,"106 Jack Wilson Dr
New London, Iowa 52645
(40.92175904800047, -91.39485863099969)"
2012,2008,4689,New London,26,31,83.87,80.01 - 85.00%,"106 Jack Wilson Dr
New London, Iowa 52645
(40.92175904800047, -91.39485863099969)"
2013,2009,4689,New London,28,34,82.35,80.01 - 85.00%,"106 Jack Wilson Dr
New London, Iowa 52645
(40.92175904800047, -91.39485863099969)"
2014,2010,4689,New London,38,41,92.68,90.01 - 95.00%,"106 Jack Wilson Dr
New London, Iowa 52645
(40.92175904800007, -91.39485863199997)"
2009,2005,4725,Newton,220,254,86.61,85.01 - 90.00%,"700 N 4th Ave E Suite300
Newton, Iowa 50208
(41.702797570000484, -93.04416066999966)"
2010,2006,4725,Newton,239,256,93.36,90.01 - 95.00%,"700 N 4th Ave E Suite300
Newton, Iowa 50208
(41.702797570000484, -93.04416066999966)"
2011,2007,4725,Newton,230,248,92.74,90.01 - 95.00%,"700 N 4th Ave E Suite300
Newton, Iowa 50208
(41.702797570000484, -93.04416066999966)"
2012,2008,4725,Newton,191,206,92.72,90.01 - 95.00%,"700 N 4th Ave E Suite300
Newton, Iowa 50208
(41.702797570000484, -93.04416066999966)"
2013,2009,4725,Newton,201,213,94.37,90.01 - 95.00%,"700 N 4th Ave E Suite300
Newton, Iowa 50208
(41.702797570000484, -93.04416066999966)"
2014,2010,4725,Newton,189,208,90.87,90.01 - 95.00%,"700 N 4th Ave E Suite300
Newton, Iowa 50208
(41.70279757000003, -93.04416066899995)"
2009,2005,2673,Nodaway Valley,68,70,97.14,95.01 - 100.00%,"410 NW 2nd
Greenfield, Iowa 50849
(41.308043141000496, -94.46268910899965)"
2010,2006,2673,Nodaway Valley,56,58,96.55,95.01 - 100.00%,"410 NW 2nd
Greenfield, Iowa 50849
(41.308043141000496, -94.46268910899965)"
2011,2007,2673,Nodaway Valley,49,50,98.00,95.01 - 100.00%,"410 NW 2nd
Greenfield, Iowa 50849
(41.308043141000496, -94.46268910899965)"
2012,2008,2673,Nodaway Valley,57,58,98.28,95.01 - 100.00%,"410 NW 2nd
Greenfield, Iowa 50849
(41.308043141000496, -94.46268910899965)"
2013,2009,2673,Nodaway Valley,58,60,96.67,95.01 - 100.00%,"410 NW 2nd
Greenfield, Iowa 50849
(41.308043141000496, -94.46268910899965)"
2014,2010,2673,Nodaway Valley,38,40,95.00,90.01 - 95.00%,"410 NW 2nd
Greenfield, Iowa 50849
(41.30804314100004, -94.46268910799995)"
2012,2008,0153,North Butler,40,41,97.56,95.01 - 100.00%,"513 Birch
Allison, Iowa 50602
(42.75554873900046, -92.80035742599966)"
2013,2009,0153,North Butler,43,43,100.00,95.01 - 100.00%,"513 Birch
Allison, Iowa 50602
(42.75554873900046, -92.80035742599966)"
2014,2010,0153,North Butler,42,43,97.67,95.01 - 100.00%,"513 Birch
Allison, Iowa 50602
(42.75554873900006, -92.80035742599995)"
2009,2005,3691,North Cedar,74,85,87.06,85.01 - 90.00%,"102 E North Street
Stanwood, Iowa 523370247
(41.894378249000454, -91.15284101899965)"
2010,2006,3691,North Cedar,78,86,90.70,90.01 - 95.00%,"102 E North Street
Stanwood, Iowa 523370247
(41.894378249000454, -91.15284101899965)"
2011,2007,3691,North Cedar,51,53,96.23,95.01 - 100.00%,"102 E North Street
Stanwood, Iowa 523370247
(41.894378249000454, -91.15284101899965)"
2012,2008,3691,North Cedar,48,52,92.31,90.01 - 95.00%,"102 E North Street
Stanwood, Iowa 523370247
(41.894378249000454, -91.15284101899965)"
2013,2009,3691,North Cedar,53,60,88.33,85.01 - 90.00%,"102 E North Street
Stanwood, Iowa 523370247
(41.894378249000454, -91.15284101899965)"
2014,2010,3691,North Cedar,60,65,92.31,90.01 - 95.00%,"102 E North Street
Stanwood, Iowa 523370247
(41.894378249000056, -91.15284101899994)"
2009,2005,4772,North Central,77,79,97.47,95.01 - 100.00%,"105 S East St
Manly, Iowa 50456
(43.28678739700047, -93.19762045999965)"
2010,2006,4772,North Central,74,75,98.67,95.01 - 100.00%,"105 S East St
Manly, Iowa 50456
(43.28678739700047, -93.19762045999965)"
2011,2007,4772,North Central,73,74,98.65,95.01 - 100.00%,"105 S East St
Manly, Iowa 50456
(43.28678739700047, -93.19762045999965)"
2009,2005,4773,Northeast,52,57,91.23,90.01 - 95.00%,"1450 370th Ave
Goose Lake, Iowa 52750
(41.96739111700049, -90.37369200199964)"
2010,2006,4773,Northeast,53,54,98.15,95.01 - 100.00%,"1450 370th Ave
Goose Lake, Iowa 52750
(41.96739111700049, -90.37369200199964)"
2011,2007,4773,Northeast,49,51,96.08,95.01 - 100.00%,"1450 370th Ave
Goose Lake, Iowa 52750
(41.96739111700049, -90.37369200199964)"
2012,2008,4773,Northeast,55,58,94.83,90.01 - 95.00%,"1450 370th Ave
Goose Lake, Iowa 52750
(41.96739111700049, -90.37369200199964)"
2013,2009,4773,Northeast,65,69,94.20,90.01 - 95.00%,"1450 370th Ave
Goose Lake, Iowa 52750
(41.96739111700049, -90.37369200199964)"
2014,2010,4773,Northeast,72,77,93.51,90.01 - 95.00%,"1450 370th Ave
Goose Lake, Iowa 52750
(41.967391116000044, -90.37369200099994)"
2009,2005,4775,Northeast Hamilton,19,22,86.36,85.01 - 90.00%,"606 Illinois St
Blairsburg, Iowa 50034
(42.4805617180005, -93.63952129799969)"
2010,2006,4775,Northeast Hamilton,20,21,95.24,95.01 - 100.00%,"606 Illinois St
Blairsburg, Iowa 50034
(42.4805617180005, -93.63952129799969)"
2011,2007,4775,Northeast Hamilton,26,27,96.30,95.01 - 100.00%,"606 Illinois St
Blairsburg, Iowa 50034
(42.4805617180005, -93.63952129799969)"
2012,2008,4775,Northeast Hamilton,14,14,100.00,95.01 - 100.00%,"606 Illinois St
Blairsburg, Iowa 50034
(42.4805617180005, -93.63952129799969)"
2013,2009,4775,Northeast Hamilton,14,15,93.33,90.01 - 95.00%,"606 Illinois St
Blairsburg, Iowa 50034
(42.4805617180005, -93.63952129799969)"
2014,2010,4775,Northeast Hamilton,19,19,100.00,95.01 - 100.00%,"606 Illinois St
Blairsburg, Iowa 50034
(42.48056171700006, -93.63952129799998)"
2009,2005,4774,North Fayette,76,82,92.68,90.01 - 95.00%,"600 N. Pine Street
West Union, Iowa 521750073
(42.9689448630005, -91.80454680299965)"
2010,2006,4774,North Fayette,71,73,97.26,95.01 - 100.00%,"600 N. Pine Street
West Union, Iowa 521750073
(42.9689448630005, -91.80454680299965)"
2011,2007,4774,North Fayette,87,92,94.57,90.01 - 95.00%,"600 N. Pine Street
West Union, Iowa 521750073
(42.9689448630005, -91.80454680299965)"
2012,2008,4774,North Fayette,68,72,94.44,90.01 - 95.00%,"600 N. Pine Street
West Union, Iowa 521750073
(42.9689448630005, -91.80454680299965)"
2013,2009,4774,North Fayette,57,59,96.61,95.01 - 100.00%,"600 N. Pine Street
West Union, Iowa 521750073
(42.9689448630005, -91.80454680299965)"
2014,2010,4774,North Fayette,79,81,97.53,95.01 - 100.00%,"600 N. Pine Street
West Union, Iowa 521750073
(42.96894486200006, -91.80454680299994)"
2009,2005,0873,North Iowa,35,39,89.74,85.01 - 90.00%,"111 3rd Ave NW
Buffalo Center, Iowa 50424
(43.388056968000456, -93.9450802719997)"
2010,2006,0873,North Iowa,37,44,84.09,80.01 - 85.00%,"111 3rd Ave NW
Buffalo Center, Iowa 50424
(43.388056968000456, -93.9450802719997)"
2011,2007,0873,North Iowa,39,43,90.70,90.01 - 95.00%,"111 3rd Ave NW
Buffalo Center, Iowa 50424
(43.388056968000456, -93.9450802719997)"
2012,2008,0873,North Iowa,28,32,87.50,85.01 - 90.00%,"111 3rd Ave NW
Buffalo Center, Iowa 50424
(43.388056968000456, -93.9450802719997)"
2013,2009,0873,North Iowa,44,46,95.65,95.01 - 100.00%,"111 3rd Ave NW
Buffalo Center, Iowa 50424
(43.388056968000456, -93.9450802719997)"
2014,2010,0873,North Iowa,40,42,95.24,95.01 - 100.00%,"111 3rd Ave NW
Buffalo Center, Iowa 50424
(43.38805696800006, -93.94508027299997)"
2009,2005,4778,North Kossuth,30,34,88.24,85.01 - 90.00%,"203 5th Street North
Swea City, Iowa 50590
(43.38371862800045, -94.31239775499967)"
2010,2006,4778,North Kossuth,35,37,94.59,90.01 - 95.00%,"203 5th Street North
Swea City, Iowa 50590
(43.38371862800045, -94.31239775499967)"
2011,2007,4778,North Kossuth,26,27,96.30,95.01 - 100.00%,"203 5th Street North
Swea City, Iowa 50590
(43.38371862800045, -94.31239775499967)"
2012,2008,4778,North Kossuth,24,25,96.00,95.01 - 100.00%,"203 5th Street North
Swea City, Iowa 50590
(43.38371862800045, -94.31239775499967)"
2009,2005,4777,North Linn,62,65,95.38,95.01 - 100.00%,"3033 Lynx Drive
Troy Mills, Iowa 523440200
(42.29278304000047, -91.68257992499969)"
2010,2006,4777,North Linn,48,51,94.12,90.01 - 95.00%,"3033 Lynx Drive
Troy Mills, Iowa 523440200
(42.29278304000047, -91.68257992499969)"
2011,2007,4777,North Linn,53,61,86.89,85.01 - 90.00%,"3033 Lynx Drive
Troy Mills, Iowa 523440200
(42.29278304000047, -91.68257992499969)"
2012,2008,4777,North Linn,48,57,84.21,80.01 - 85.00%,"3033 Lynx Drive
Troy Mills, Iowa 523440200
(42.29278304000047, -91.68257992499969)"
2013,2009,4777,North Linn,44,46,95.65,95.01 - 100.00%,"3033 Lynx Drive
Troy Mills, Iowa 523440200
(42.29278304000047, -91.68257992499969)"
2014,2010,4777,North Linn,41,44,93.18,90.01 - 95.00%,"3033 Lynx Drive
Troy Mills, Iowa 523440200
(42.29278087400007, -91.68257879899994)"
2009,2005,4776,North Mahaska,37,39,94.87,90.01 - 95.00%,"2163 135th St
New Sharon, Iowa 502070089
(41.45893162200048, -92.64966752799967)"
2010,2006,4776,North Mahaska,36,38,94.74,90.01 - 95.00%,"2163 135th St
New Sharon, Iowa 502070089
(41.45893162200048, -92.64966752799967)"
2011,2007,4776,North Mahaska,37,38,97.37,95.01 - 100.00%,"2163 135th St
New Sharon, Iowa 502070089
(41.45893162200048, -92.64966752799967)"
2012,2008,4776,North Mahaska,40,46,86.96,85.01 - 90.00%,"2163 135th St
New Sharon, Iowa 502070089
(41.45893162200048, -92.64966752799967)"
2013,2009,4776,North Mahaska,40,46,86.96,85.01 - 90.00%,"2163 135th St
New Sharon, Iowa 502070089
(41.45893162200048, -92.64966752799967)"
2014,2010,4776,North Mahaska,39,43,90.70,90.01 - 95.00%,"2163 135th St
New Sharon, Iowa 502070089
(41.45893162300007, -92.64966752799995)"
2009,2005,4779,North Polk,52,58,89.66,85.01 - 90.00%,"13930 NE 6th St
Alleman, Iowa 50007
(41.80587072700047, -93.61035930299965)"
2010,2006,4779,North Polk,96,97,98.97,95.01 - 100.00%,"13930 NE 6th St
Alleman, Iowa 50007
(41.80587072700047, -93.61035930299965)"
2011,2007,4779,North Polk,81,89,91.01,90.01 - 95.00%,"13930 NE 6th St
Alleman, Iowa 50007
(41.80587072700047, -93.61035930299965)"
2012,2008,4779,North Polk,89,91,97.80,95.01 - 100.00%,"13930 NE 6th St
Alleman, Iowa 50007
(41.80587072700047, -93.61035930299965)"
2013,2009,4779,North Polk,84,85,98.82,95.01 - 100.00%,"13930 NE 6th St
Alleman, Iowa 50007
(41.80587072700047, -93.61035930299965)"
2014,2010,4779,North Polk,95,98,96.94,95.01 - 100.00%,"13930 NE 6th St
Alleman, Iowa 50007
(41.80587072700007, -93.61035930299994)"
2009,2005,4784,North Scott,195,236,82.63,80.01 - 85.00%,"251 E Iowa St
Eldridge, Iowa 52748
(41.65261339300048, -90.58028025099969)"
2010,2006,4784,North Scott,235,259,90.73,90.01 - 95.00%,"251 E Iowa St
Eldridge, Iowa 52748
(41.65261339300048, -90.58028025099969)"
2011,2007,4784,North Scott,208,236,88.14,85.01 - 90.00%,"251 E Iowa St
Eldridge, Iowa 52748
(41.65261339300048, -90.58028025099969)"
2012,2008,4784,North Scott,169,205,82.44,80.01 - 85.00%,"251 E Iowa St
Eldridge, Iowa 52748
(41.65261339300048, -90.58028025099969)"
2013,2009,4784,North Scott,203,223,91.03,90.01 - 95.00%,"251 E Iowa St
Eldridge, Iowa 52748
(41.65261339300048, -90.58028025099969)"
2014,2010,4784,North Scott,185,209,88.52,85.01 - 90.00%,"251 E Iowa St
Eldridge, Iowa 52748
(41.65261339300008, -90.58028025099998)"
2009,2005,4785,North Tama County,30,31,96.77,95.01 - 100.00%,"605 Walnut
Traer, Iowa 50675
(42.18821933000049, -92.46769366599966)"
2010,2006,4785,North Tama County,44,47,93.62,90.01 - 95.00%,"605 Walnut
Traer, Iowa 50675
(42.18821933000049, -92.46769366599966)"
2011,2007,4785,North Tama County,33,34,97.06,95.01 - 100.00%,"605 Walnut
Traer, Iowa 50675
(42.18821933000049, -92.46769366599966)"
2012,2008,4785,North Tama County,37,38,97.37,95.01 - 100.00%,"605 Walnut
Traer, Iowa 50675
(42.18821933000049, -92.46769366599966)"
2013,2009,4785,North Tama County,45,46,97.83,95.01 - 100.00%,"605 Walnut
Traer, Iowa 50675
(42.18821933000049, -92.46769366599966)"
2014,2010,4785,North Tama County,29,36,80.56,80.01 - 85.00%,"605 Walnut
Traer, Iowa 50675
(42.18821933000004, -92.46769366599995)"
2014,2010,0333,North Union,52,52,100.00,95.01 - 100.00%,"600 4th Ave
Armstrong, Iowa 50514
(43.39839017200006, -94.48012426699995)"
2009,2005,4788,Northwood-Kensett,40,43,93.02,90.01 - 95.00%,"1200 1st Ave North
Northwood, Iowa 504590289
(43.44517769400045, -93.21572524699968)"
2010,2006,4788,Northwood-Kensett,40,45,88.89,85.01 - 90.00%,"1200 1st Ave North
Northwood, Iowa 504590289
(43.44517769400045, -93.21572524699968)"
2011,2007,4788,Northwood-Kensett,36,36,100.00,95.01 - 100.00%,"1200 1st Ave North
Northwood, Iowa 504590289
(43.44517769400045, -93.21572524699968)"
2012,2008,4788,Northwood-Kensett,43,45,95.56,95.01 - 100.00%,"1200 1st Ave North
Northwood, Iowa 504590289
(43.44517769400045, -93.21572524699968)"
2013,2009,4788,Northwood-Kensett,42,43,97.67,95.01 - 100.00%,"1200 1st Ave North
Northwood, Iowa 504590289
(43.44517769400045, -93.21572524699968)"
2014,2010,4788,Northwood-Kensett,36,37,97.30,95.01 - 100.00%,"1200 1st Ave North
Northwood, Iowa 504590289
(43.44517769400005, -93.21572524799996)"
2009,2005,4797,Norwalk,190,218,87.16,85.01 - 90.00%,"380 Wright Road
Norwalk, Iowa 50211
(41.467942948000484, -93.68385913799966)"
2010,2006,4797,Norwalk,136,147,92.52,90.01 - 95.00%,"380 Wright Road
Norwalk, Iowa 50211
(41.467942948000484, -93.68385913799966)"
2011,2007,4797,Norwalk,180,186,96.77,95.01 - 100.00%,"380 Wright Road
Norwalk, Iowa 50211
(41.467942948000484, -93.68385913799966)"
2012,2008,4797,Norwalk,151,153,98.69,95.01 - 100.00%,"380 Wright Road
Norwalk, Iowa 50211
(41.467942948000484, -93.68385913799966)"
2013,2009,4797,Norwalk,181,191,94.76,90.01 - 95.00%,"380 Wright Road
Norwalk, Iowa 50211
(41.467942948000484, -93.68385913799966)"
2014,2010,4797,Norwalk,118,121,97.52,95.01 - 100.00%,"380 Wright Road
Norwalk, Iowa 50211
(41.46794294700004, -93.68385913699996)"
2009,2005,4860,Odebolt-Arthur,34,34,100.00,95.01 - 100.00%,"600 S. Maple
Odebolt, Iowa 514580475
(42.3102926090005, -95.25188566899965)"
2010,2006,4860,Odebolt-Arthur,,,,Not Reportable,"600 S. Maple
Odebolt, Iowa 514580475
(42.3102926090005, -95.25188566899965)"
2009,2005,4869,Oelwein,115,124,92.74,90.01 - 95.00%,"307 8th Ave SE
Oelwein, Iowa 50662
(42.6739457590005, -91.90258799099968)"
2010,2006,4869,Oelwein,92,110,83.64,80.01 - 85.00%,"307 8th Ave SE
Oelwein, Iowa 50662
(42.6739457590005, -91.90258799099968)"
2011,2007,4869,Oelwein,93,105,88.57,85.01 - 90.00%,"307 8th Ave SE
Oelwein, Iowa 50662
(42.6739457590005, -91.90258799099968)"
2012,2008,4869,Oelwein,93,100,93.00,90.01 - 95.00%,"307 8th Ave SE
Oelwein, Iowa 50662
(42.6739457590005, -91.90258799099968)"
2013,2009,4869,Oelwein,92,108,85.19,85.01 - 90.00%,"307 8th Ave SE
Oelwein, Iowa 50662
(42.6739457590005, -91.90258799099968)"
2014,2010,4869,Oelwein,81,88,92.05,90.01 - 95.00%,"307 8th Ave SE
Oelwein, Iowa 50662
(42.67394575900005, -91.90258799099996)"
2009,2005,4878,Ogden,60,72,83.33,80.01 - 85.00%,"732 W Division
Ogden, Iowa 502120250
(42.03456706500049, -94.03667620699969)"
2010,2006,4878,Ogden,53,57,92.98,90.01 - 95.00%,"732 W Division
Ogden, Iowa 502120250
(42.03456706500049, -94.03667620699969)"
2011,2007,4878,Ogden,62,64,96.88,95.01 - 100.00%,"732 W Division
Ogden, Iowa 502120250
(42.03456706500049, -94.03667620699969)"
2012,2008,4878,Ogden,58,59,98.31,95.01 - 100.00%,"732 W Division
Ogden, Iowa 502120250
(42.03456706500049, -94.03667620699969)"
2013,2009,4878,Ogden,47,49,95.92,95.01 - 100.00%,"732 W Division
Ogden, Iowa 502120250
(42.03456706500049, -94.03667620699969)"
2014,2010,4878,Ogden,50,52,96.15,95.01 - 100.00%,"732 W Division
Ogden, Iowa 502120250
(42.03456706500003, -94.03667620799996)"
2009,2005,4890,Okoboji,72,79,91.14,90.01 - 95.00%,"1205 7th St
Milford, Iowa 51351
(43.32180750600048, -95.15284731199966)"
2010,2006,4890,Okoboji,76,80,95.00,90.01 - 95.00%,"1205 7th St
Milford, Iowa 51351
(43.32180750600048, -95.15284731199966)"
2011,2007,4890,Okoboji,66,71,92.96,90.01 - 95.00%,"1205 7th St
Milford, Iowa 51351
(43.32180750600048, -95.15284731199966)"
2012,2008,4890,Okoboji,55,60,91.67,90.01 - 95.00%,"1205 7th St
Milford, Iowa 51351
(43.32180750600048, -95.15284731199966)"
2013,2009,4890,Okoboji,67,71,94.37,90.01 - 95.00%,"1205 7th St
Milford, Iowa 51351
(43.32180750600048, -95.15284731199966)"
2014,2010,4890,Okoboji,53,59,89.83,85.01 - 90.00%,"1205 7th St
Milford, Iowa 51351
(43.321807507000074, -95.15284731299994)"
2009,2005,4905,Olin,14,17,82.35,80.01 - 85.00%,"212 Trilby St
Olin, Iowa 52320
(41.9949132000005, -91.14000925499965)"
2010,2006,4905,Olin,13,17,76.47,75.01 - 80.00%,"212 Trilby St
Olin, Iowa 52320
(41.9949132000005, -91.14000925499965)"
2011,2007,4905,Olin,17,22,77.27,75.01 - 80.00%,"212 Trilby St
Olin, Iowa 52320
(41.9949132000005, -91.14000925499965)"
2012,2008,4905,Olin,,,,Not Reportable,"212 Trilby St
Olin, Iowa 52320
(41.9949132000005, -91.14000925499965)"
2013,2009,4905,Olin,,,,Not Reportable,"212 Trilby St
Olin, Iowa 52320
(41.9949132000005, -91.14000925499965)"
2009,2005,4978,Orient-Macksburg,29,30,96.67,95.01 - 100.00%,"201 South School Street
Orient, Iowa 508580129
(41.201062736000495, -94.4146208149997)"
2010,2006,4978,Orient-Macksburg,11,11,100.00,95.01 - 100.00%,"201 South School Street
Orient, Iowa 508580129
(41.201062736000495, -94.4146208149997)"
2011,2007,4978,Orient-Macksburg,14,14,100.00,95.01 - 100.00%,"201 South School Street
Orient, Iowa 508580129
(41.201062736000495, -94.4146208149997)"
2012,2008,4978,Orient-Macksburg,13,14,92.86,90.01 - 95.00%,"201 South School Street
Orient, Iowa 508580129
(41.201062736000495, -94.4146208149997)"
2013,2009,4978,Orient-Macksburg,14,14,100.00,95.01 - 100.00%,"201 South School Street
Orient, Iowa 508580129
(41.201062736000495, -94.4146208149997)"
2014,2010,4978,Orient-Macksburg,10,10,100.00,95.01 - 100.00%,"201 South School Street
Orient, Iowa 508580129
(41.20106273500005, -94.41462081499998)"
2009,2005,4995,Osage,93,100,93.00,90.01 - 95.00%,"820 Sawyer
Osage, Iowa 50461
(43.27929740600047, -92.80708725599965)"
2010,2006,4995,Osage,68,69,98.55,95.01 - 100.00%,"820 Sawyer
Osage, Iowa 50461
(43.27929740600047, -92.80708725599965)"
2011,2007,4995,Osage,94,97,96.91,95.01 - 100.00%,"820 Sawyer
Osage, Iowa 50461
(43.27929740600047, -92.80708725599965)"
2012,2008,4995,Osage,77,79,97.47,95.01 - 100.00%,"820 Sawyer
Osage, Iowa 50461
(43.27929740600047, -92.80708725599965)"
2013,2009,4995,Osage,57,60,95.00,90.01 - 95.00%,"820 Sawyer
Osage, Iowa 50461
(43.27929740600047, -92.80708725599965)"
2014,2010,4995,Osage,78,80,97.50,95.01 - 100.00%,"820 Sawyer
Osage, Iowa 50461
(43.27929740600007, -92.80708725599999)"
2009,2005,5013,Oskaloosa,171,205,83.41,80.01 - 85.00%,"1800 North 3rd
Oskaloosa, Iowa 52577
(41.30964414200048, -92.64150417099967)"
2010,2006,5013,Oskaloosa,151,168,89.88,85.01 - 90.00%,"1800 North 3rd
Oskaloosa, Iowa 52577
(41.30964414200048, -92.64150417099967)"
2011,2007,5013,Oskaloosa,173,197,87.82,85.01 - 90.00%,"1800 North 3rd
Oskaloosa, Iowa 52577
(41.30964414200048, -92.64150417099967)"
2012,2008,5013,Oskaloosa,126,149,84.56,80.01 - 85.00%,"1800 North 3rd
Oskaloosa, Iowa 52577
(41.30964414200048, -92.64150417099967)"
2013,2009,5013,Oskaloosa,131,153,85.62,85.01 - 90.00%,"1800 North 3rd
Oskaloosa, Iowa 52577
(41.30964414200048, -92.64150417099967)"
2014,2010,5013,Oskaloosa,135,159,84.91,80.01 - 85.00%,"1800 North 3rd
Oskaloosa, Iowa 52577
(41.309644142000025, -92.64150417099995)"
2009,2005,5049,Ottumwa,257,334,76.95,75.01 - 80.00%,"422 McCarroll Dr
Ottumwa, Iowa 52501
(41.054992799000445, -92.40476064299969)"
2010,2006,5049,Ottumwa,283,343,82.51,80.01 - 85.00%,"422 McCarroll Dr
Ottumwa, Iowa 52501
(41.054992799000445, -92.40476064299969)"
2011,2007,5049,Ottumwa,281,352,79.83,75.01 - 80.00%,"422 McCarroll Dr
Ottumwa, Iowa 52501
(41.054992799000445, -92.40476064299969)"
2012,2008,5049,Ottumwa,247,305,80.98,80.01 - 85.00%,"422 McCarroll Dr
Ottumwa, Iowa 52501
(41.054992799000445, -92.40476064299969)"
2013,2009,5049,Ottumwa,290,326,88.96,85.01 - 90.00%,"422 McCarroll Dr
Ottumwa, Iowa 52501
(41.054992799000445, -92.40476064299969)"
2014,2010,5049,Ottumwa,288,322,89.44,85.01 - 90.00%,"422 McCarroll Dr
Ottumwa, Iowa 52501
(41.054992800000036, -92.40476064299997)"
2009,2005,5121,Panorama,69,74,93.24,90.01 - 95.00%,"701 W Main
Panora, Iowa 50216
(41.6915699110005, -94.37425967399969)"
2010,2006,5121,Panorama,53,56,94.64,90.01 - 95.00%,"701 W Main
Panora, Iowa 50216
(41.6915699110005, -94.37425967399969)"
2011,2007,5121,Panorama,61,62,98.39,95.01 - 100.00%,"701 W Main
Panora, Iowa 50216
(41.6915699110005, -94.37425967399969)"
2012,2008,5121,Panorama,48,48,100.00,95.01 - 100.00%,"701 W Main
Panora, Iowa 50216
(41.6915699110005, -94.37425967399969)"
2013,2009,5121,Panorama,52,53,98.11,95.01 - 100.00%,"701 W Main
Panora, Iowa 50216
(41.6915699110005, -94.37425967399969)"
2014,2010,5121,Panorama,61,62,98.39,95.01 - 100.00%,"701 W Main
Panora, Iowa 50216
(41.691569911000045, -94.37425967399997)"
