reviews,search_term,title,location,summary
32 reviews,Data Analyst,Variable Compensation Analyst - Temporary to Permanent,"Oakland, CA",Maintain analysis of data and metrics to identify areas for improvement and work to drive the solution in collaboration with other company business analysts and...
,Data Analyst,Database Analyst,"San Francisco, CA",Our production voice network is spread between 10 strategic locations in 5 different countries. You will also assist in extracting and analysing key data from...
4 reviews,Data Analyst,Data Analyst (Banking),"Redwood City, CA","Understanding of relational database and data integration tools. Provides analysis and input on data compiled, as appropriate...."
,Data Analyst,Senior Energy Data Analyst,"Oakland, CA",The Senior Energy Data Analyst will apply data mining and statistical analysis expertise to sophisticated energy data analysis....
,Data Analyst,"Analyst, Web & Mobile Business",,"
Analyst, Web & Mobile Business. Comfortable presenting data and recommendations to executives. Regularly derive insights form large quantities of raw,..."
,Data Analyst,Business Intelligence Analyst,,"
We are looking for experienced data analysts to join our data team, which also includes engineers and scientists, to drive our analytics, reporting, and..."
,Data Analyst,Business Product Analyst,,"
Work with the Data Engineering and Analytics Product Manager as a key stakeholder in data and analysis projects, and provide data-driven guidance in the..."
10 reviews,Data Analyst,Analytics Analyst,,"
The Analytics Analyst will:. The Site Analytics Analyst role will provide business intelligence, reporting and analysis leveraging site analytical systems,..."
,Data Analyst,Data Scientist,,"
Apply your expertise in quantitative analysis, data mining, and the presentation of data to see beyond the numbers and understand how users interact with our..."
2 reviews,Data Analyst,Admin Assistant III,,"
Create new hire folder for payroll after data entry is complete. Responsible for sending out reminders to UC Analysts to ensure renewals are started in a timely..."
,Data Analyst,"Collateral/Data Analyst - ETL, SQL Queries (Banking/Mortgage...",,"
Assist in the implementation phase (rollout) of Collateral Risk Management's Data Screening/ Mandatory Format project...."
,Data Analyst,CRM Database Analyst,,"
CRM Database Analyst. We kind of geek out when it comes to data and automations. We’re looking for a CRM Database Analyst to join the CRM analytics team to grow..."
47 reviews,Data Analyst,Junior Credit Portfolio Analyst,,"
Factor in relevant data to spot patterns and trends. Develop an understanding of data fields, sources, and business logic...."
"1,318 reviews",Data Analyst,Program Analyst,,"
The Program Analyst primary duties include the following:. Supports the collection, analysis, evaluation and report data related to the effectiveness of..."
247 reviews,Data Analyst,"Senior Business Systems Analyst, Data Governance - Strategic Pricing & Contract Management","South San Francisco, CA",Senior Business Systems Analyst. 6+ years experience as a Senior Business Systems Analyst. The Business Systems Analyst will need to develop an understanding of...
"3,509 reviews",Data Analyst,Business Analyst,"Oakland, CA",Data / reporting application knowledge for the purpose of aggregating data and converting data into usable formats and patterns....
41 reviews,Data Analyst,Sr Data Scientist,"Berkeley, CA",Of new data and the refinement of existing data sources. Efficient algorithms for accessing and analyzing large amounts of data....
3 reviews,Data Analyst,Senior HR Data Analyst,"Emeryville, CA",SENIOR HR DATA ANALYST. We are looking for a Senior HR Data Analyst for our corporate office in Emeryville....
5 reviews,Data Analyst,Billing Analyst,,"
This position is responsible for assisting in operational tasks and projects for the Revenue and Collections group, including data analytics, review, billing..."
50 reviews,Data Analyst,Business Analyst,,"
BUSINESS ANALYST, Project Finance. Maintain data integrity across multiple platforms. Optimize all processes involving data gathering and reporting...."
24 reviews,Data Analyst,QA Analyst,,"
Extreme attention to detail. As the fastest growing CRM in the category, The Company's zero input technology lets salespeople reclaim countless hours previously..."
6 reviews,Data Analyst,Junior Analyst,,"
Identify new sources of data and methods to improve data collection, analysis, and reporting. Collect, analyze, and report data to meet customer needs...."
,Data Analyst,Data Analyst,,"
A minimum of 6 plus years of Data Mapping experience with at least 5 years in business analysis, with primary focus on data integrity • Document Mapping of data..."
,Data Analyst,Data Scientist / Machine Learning Engineer,,"
A passion for making sense of lots of unstructured data. We're using email data to create fun and useful consumer applications and experiences...."
4 reviews,Data Analyst,Product Analyst / Senior Analyst,,"
2+ years experience in data analysis role or equivalent; Strong background in solving complex product challenges with insightful analysis and data storytelling...."
6 reviews,Data Analyst,Sales Operations Intern,,"
Assist with basic research analysis and data compilation. Report, analyze and track data to support the Sales Operations team...."
,Data Analyst,"Technical Business Analyst, CRM",,"
Technical Business Analyst, CRM. 3-5 years’ experience as a Technical Business Analyst,. Partner with marketing stakeholders to identify their business..."
,Data Analyst,SEO Analyst,,"
SEO Analyst (376173)*. 1-3 years experience as an enterprise-level global SEO Analyst with proven results. The SEO Analyst is responsible for the execution of..."
307 reviews,Data Analyst,Laboratory Information System Analyst - CLS Clinical Lab - Palo Alto,"Palo Alto, CA",Perform QA and auditing to ensure accurate data and data flow between systems. The LIS Analyst is the PAMF liaison with Sutter Information Technology....
"4,180 reviews",Data Analyst,Process Improvement Analyst,"Dublin, CA",Perform comprehensive data analysis:. Outstanding analytical ability - must have a data driven approach to solving problems....
137 reviews,Data Analyst,"Sr. Reporting Analyst, Clinical and Business Analytics","Palo Alto, CA","Senior Reporting Analyst, Clinical and Business Analytics. Provides expertise in understanding and using SHC data models and systems, and acts as resource in..."
,Data Analyst,People Strategy (HR) Operations Analyst,"Newark, CA",Have so much attention to detail (and a great memory) that you can see the discrepancies in data from the different reports and systems....
,Data Analyst,Data and Policy Analyst – Department of Justice (DOJ) Data Visualization Track,"Burlingame, CA",Analysts on the data visualization track will play an additional role in designing and implementing interactive data visualizations using web technologies....
,Data Analyst,Data Scientist,,"
Experience doing rigorous data analysis in data science, economics, or a similar field. Abl is looking for our first data scientist...."
,Data Analyst,Digital Data Analyst,,"
Passion for data quality and integrity. Familiarity with Data Warehouses, large databases, and an understanding of ETL/RDMS/OLAP technology platforms and of..."
